B,E,core,sp,sum_lambda,lambda
14,1,T14_0305,0,12,0 0 0 0 2 0 0 0 2 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,1,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,2,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,3,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,4,10,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 2 1 2 1
14,1,T14_0305,5,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,6,11,0 0 0 1 0 0 0 0 2 1 2 0 0 0 0 1 1 1 1 1
14,1,T14_0305,7,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,8,9,0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 1 1 1 1 1
14,1,T14_0305,9,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,10,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,11,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,12,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0305,13,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1
14,1,T14_0306,0,13,0 0 1 1 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 1
14,1,T14_0306,1,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,2,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,3,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,4,10,0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0 2 1 1 1
14,1,T14_0306,5,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,6,10,0 0 0 1 0 0 0 0 2 1 1 0 0 0 1 0 1 1 1 1
14,1,T14_0306,7,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,8,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,9,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,10,10,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 1 2 1 1 1
14,1,T14_0306,11,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,12,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0306,13,9,0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 2 1 1 1
14,1,T14_0307,5,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0313,5,5,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 1
14,1,T14_0314,5,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
14,1,T14_0315,5,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1
14,1,T14_0325,5,8,0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0326,5,11,0 0 0 0 1 0 0 0 0 2 1 2 0 0 0 1 1 1 1 1
14,1,T14_0327,5,9,0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 2 1 1 1
14,1,T14_0333,6,7,0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0334,6,12,0 0 0 0 1 0 0 1 0 1 1 1 2 0 0 1 1 1 1 1
14,1,T14_0335,6,8,0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 1
14,1,T14_0367,0,9,0 1 0 1 1 0 0 0 0 1 1 0 0 0 1 1 0 1 0 1
14,1,T14_0368,0,4,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
14,1,T14_0371,0,6,0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0
14,1,T14_0372,0,7,0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 2
14,1,T14_0373,0,6,0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1
14,1,T14_0386,0,8,0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0
14,1,T14_0387,0,9,1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0
14,1,T14_0390,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0393,0,5,0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1
14,1,T14_0394,0,4,0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
14,1,T14_0395,0,4,0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
14,1,T14_0401,0,7,0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0402,0,10,0 0 2 1 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1
14,1,T14_0403,0,8,0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 2 1 1 1
14,1,T14_0470,1,4,0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0473,1,4,0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0474,1,4,0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0475,1,4,0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0
14,1,T14_0476,1,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0
14,1,T14_0484,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0
14,1,T14_0488,1,4,0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0
14,1,T14_0489,1,4,0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0
14,1,T14_0490,1,5,1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1
14,1,T14_0496,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0
14,1,T14_0497,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0
14,1,T14_0499,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0
14,1,T14_0509,3,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 1 1 0 0 0 0
14,1,T14_0512,3,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0513,3,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0514,3,8,0 0 0 0 0 0 0 1 1 0 2 0 1 0 0 0 0 1 1 1
14,1,T14_0515,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,1,6,0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 2 0 0
14,1,T14_0515,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,7,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,10,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,11,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0515,13,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0516,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0518,5,7,0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 1 1 0 0 1
14,1,T14_0519,6,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,0,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,1,10,0 2 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,2,9,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 1 0 0
14,1,T14_0520,3,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,4,9,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 1 0
14,1,T14_0520,5,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,6,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,7,9,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 1
14,1,T14_0520,8,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,9,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,10,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,11,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,12,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0520,13,8,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 1 1 0 0 0
14,1,T14_0521,0,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,1,10,0 2 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,2,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 1 1 1 0 0
14,1,T14_0521,3,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,4,9,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 1 1
14,1,T14_0521,5,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,6,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,7,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,8,9,0 0 0 0 0 0 0 1 1 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,9,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,10,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,11,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,12,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0521,13,8,0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 0 1 1 0 1
14,1,T14_0522,0,10,0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 2 2 2
14,1,T14_0522,1,12,0 2 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,2,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,3,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,4,11,1 0 0 0 0 0 0 1 1 0 2 0 1 0 0 0 1 1 1 2
14,1,T14_0522,5,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,6,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,7,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,8,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,9,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,10,11,1 0 0 0 0 0 0 1 1 0 2 0 1 1 0 0 0 1 1 2
14,1,T14_0522,11,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,12,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0522,13,10,0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 2 2
14,1,T14_0525,5,7,0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 1 1 0 1 0
14,1,T14_0526,5,7,0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 1 0
14,1,T14_0527,5,6,0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 0
14,1,T14_0529,6,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0530,6,8,0 0 0 0 0 0 0 1 1 0 2 0 0 1 0 0 0 1 1 1
14,1,T14_0531,0,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,1,10,0 2 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,2,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 1 1 1 0 0
14,1,T14_0531,3,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,4,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,5,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,6,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,7,9,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 1 1
14,1,T14_0531,8,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,9,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,10,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,11,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,12,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0531,13,8,0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 1 0 1
14,1,T14_0532,2,9,0 0 0 0 0 0 0 0 2 2 0 2 0 0 0 0 0 1 2 0
14,1,T14_0534,0,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,1,10,0 2 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,2,9,0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 1 1 1 1 1
14,1,T14_0534,3,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,4,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,5,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,6,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,7,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,8,9,0 0 0 0 0 0 0 0 1 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,9,9,0 0 0 0 0 0 0 1 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,10,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,11,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,12,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0534,13,8,0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0535,0,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,1,14,0 2 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,2,13,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 2 1 1
14,1,T14_0535,3,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,4,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,5,12,0 0 0 1 0 0 1 1 1 0 2 0 0 0 0 1 1 1 2 1
14,1,T14_0535,6,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,7,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,8,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,9,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,10,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,11,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,12,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0535,13,12,0 0 0 1 0 0 1 1 2 0 2 0 0 0 0 1 1 1 1 1
14,1,T14_0536,0,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,1,11,0 2 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,2,10,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 2
14,1,T14_0536,3,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,4,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,5,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,6,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,7,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,8,9,0 0 0 0 0 0 0 1 1 0 2 0 0 0 1 0 1 1 1 1
14,1,T14_0536,9,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,10,10,0 0 0 0 0 0 0 1 1 0 2 0 0 0 1 1 1 1 1 1
14,1,T14_0536,11,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,12,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0536,13,9,0 0 0 0 0 0 0 1 1 0 2 0 0 1 1 0 0 1 1 1
14,1,T14_0543,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0
14,1,T14_0548,3,8,0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 0 1 1 0 1
14,1,T14_0549,3,10,0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 2 2 2
14,1,T14_0557,3,8,0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0558,3,11,0 0 0 0 0 0 0 0 2 1 1 2 0 0 0 1 1 1 1 1
14,1,T14_0559,3,9,0 0 0 0 0 0 0 0 2 0 1 1 0 0 1 0 1 1 1 1
14,1,T14_0560,0,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0562,4,3,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0
14,1,T14_0563,4,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14,1,T14_0564,5,5,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 1
14,1,T14_0565,8,2,0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0566,0,5,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 1
14,1,T14_0566,1,6,0 0 0 1 0 0 0 0 0 2 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,2,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,3,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,4,5,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 1
14,1,T14_0566,5,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,6,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,7,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,8,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,9,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,10,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,11,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,12,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0566,13,4,0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0567,0,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
14,1,T14_0567,1,5,0 0 0 2 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,2,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,3,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,4,4,0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
14,1,T14_0567,5,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,6,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,7,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,8,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
14,1,T14_0567,9,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,10,6,0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2
14,1,T14_0567,11,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,12,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0567,13,3,0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0568,0,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1
14,1,T14_0568,1,6,0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,4,5,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1
14,1,T14_0568,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,6,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,7,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,8,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1
14,1,T14_0568,9,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,10,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,11,4,0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1
14,1,T14_0568,12,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0568,13,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0575,1,4,0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 0 0
14,1,T14_0576,1,3,0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0
14,1,T14_0577,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1
14,1,T14_0583,5,8,1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 1
14,1,T14_0584,5,6,0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 1 0
14,1,T14_0585,4,9,0 0 0 0 0 0 0 0 2 0 0 2 2 0 0 0 0 1 2 0
14,1,T14_0587,0,10,1 1 0 0 2 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,1,12,1 2 0 0 1 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,2,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,3,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,4,11,1 1 0 0 0 0 0 0 2 0 0 0 0 1 1 1 1 1 1 1
14,1,T14_0587,5,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,6,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,7,10,1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 1 1
14,1,T14_0587,8,11,1 1 0 0 0 0 0 0 2 0 0 1 0 0 1 1 1 1 1 1
14,1,T14_0587,9,11,1 1 0 0 0 0 0 0 2 0 1 0 0 0 1 1 1 1 1 1
